,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190301_CLK856_LD_ZT18_AR06_GTCTTC,12,10,9,11,5,7,2,0,0,2,4,14,1,0,13,1,0,12,3,0,0,0,0,0,0,3,0,2,0,0,68,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTGAAG,55,4,18,4,13,2,1,0,13,13,4,12,0,0,37,0,1,20,6,1,12,0,0,0,0,2,3,0,5,0,60,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTGACA,0,4,1,0,6,0,1,0,6,0,0,0,2,0,7,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,21,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTGATC,18,5,0,0,2,0,1,0,4,0,1,4,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0,0,0,4,24,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTTGAG,0,3,1,3,2,0,2,0,0,5,0,1,3,0,6,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,6,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTTGCA,2,4,4,1,3,0,3,0,4,4,1,1,5,0,8,2,0,6,8,1,2,0,0,0,0,2,0,1,0,0,9,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTTGTC,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCACAG,1,3,11,8,9,0,1,0,8,1,0,4,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCACCA,4,0,0,0,3,0,0,0,0,4,0,4,0,0,2,0,0,0,5,0,1,0,0,0,0,1,9,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCACTC,1,0,0,0,2,0,14,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCCTAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCCTCA,2,20,11,1,19,0,1,0,12,1,18,9,3,0,27,0,0,3,3,0,1,1,0,0,0,1,0,0,2,0,34,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCCTTC,0,4,18,5,12,2,686,0,14,0,17,3,6,0,29,0,0,5,6,0,0,4,0,0,0,6,1,0,5,0,30,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCGAAG,0,5,2,1,4,4,1,0,4,4,2,15,6,0,4,0,0,5,0,1,2,0,0,0,0,0,3,0,0,0,30,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCGACA,4,8,5,2,12,0,2,0,11,1,6,11,0,0,51,0,0,3,5,0,25,0,2,0,0,0,1,0,2,0,39,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCGATC,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCTGAG,0,4,2,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCTGCA,99,7,4,7,8,3,2,1,16,1,0,3,14,0,11,0,0,9,0,4,3,1,0,0,0,1,0,3,0,0,43,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCTGTC,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGAGAC,0,0,1,0,3,0,1,0,1,0,3,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGAGGA,0,4,2,1,0,0,0,0,0,0,2,2,7,0,2,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,12,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGAGTG,0,18,18,10,50,3,0,0,10,2,9,10,3,0,78,3,0,7,1,0,8,0,0,0,0,6,7,0,2,0,24,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGCAAC,71,4,10,3,9,6,1,0,6,4,10,24,3,0,73,0,0,9,12,1,0,0,0,0,1,1,0,0,0,0,36,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGCAGA,0,3,0,5,5,7,0,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGCATG,0,1,0,0,2,0,178,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGGTAC,7,0,11,8,7,0,0,0,5,4,3,3,0,0,21,0,0,3,4,1,3,0,0,0,0,1,0,0,0,0,52,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGGTGA,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGGTTG,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGTCAC,42,2,9,1,17,10,3,0,1,3,0,4,2,0,32,0,0,3,1,2,2,0,1,0,0,1,1,0,2,6,43,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGTCGA,7,0,7,2,8,0,1,0,7,5,5,1,0,0,15,1,0,12,8,0,0,0,0,0,0,3,0,0,0,0,20,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGTCTG,7,1,0,0,1,0,0,0,0,0,0,5,1,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,4,10,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACAGAC,33,14,15,3,19,1,0,0,19,7,5,6,2,0,13,4,0,8,11,0,0,0,0,0,0,0,0,0,0,5,37,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACAGGA,2,4,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACAGTG,27,4,7,4,7,1,1,0,14,11,10,4,1,0,31,0,0,9,8,1,5,0,0,0,0,0,0,0,0,0,39,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACCAAC,30,10,3,27,7,1,3,0,11,16,12,18,7,0,49,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,40,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACCAGA,1,1,0,0,1,3,1,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACCATG,0,7,13,1,6,1,1,1,14,2,7,9,6,0,22,12,0,19,1,0,7,0,0,0,0,0,0,2,0,0,38,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACGTAC,10,23,23,18,37,9,4,0,2,26,2,18,18,0,176,1,0,32,16,8,1,5,2,0,0,0,1,4,8,0,57,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACGTGA,38,8,6,0,4,2,1,0,9,2,0,21,2,0,18,0,0,11,6,4,0,0,0,0,0,0,0,0,6,0,18,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACGTTG,0,5,5,0,6,1,2,0,11,8,0,15,6,0,19,0,0,4,8,0,4,0,0,0,0,1,0,0,1,0,22,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACTCAC,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACTCGA,0,4,10,1,6,0,0,0,8,9,0,1,1,0,9,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,11,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACTCTG,15,1,20,7,6,3,0,0,2,4,2,5,6,0,27,0,0,9,2,5,0,0,0,0,0,0,0,1,0,2,40,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGACAG,51,9,3,5,9,1,2,0,8,7,0,23,2,0,52,0,0,13,4,0,9,0,0,0,0,0,0,0,0,0,40,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGACCA,1,3,5,0,0,0,0,0,6,0,0,0,12,0,10,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGACTC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGCTAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGCTCA,0,1,6,0,0,0,1,0,1,7,0,2,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,2,0,16,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGCTTC,2,0,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGGAAG,15,5,11,5,10,3,2,0,7,2,2,5,1,0,25,0,0,10,6,2,0,0,0,0,0,0,0,3,0,0,33,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGGACA,0,3,5,8,9,0,0,0,1,0,1,8,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,21,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGGATC,0,1,12,0,0,0,0,0,3,2,4,1,3,0,33,0,0,0,2,3,0,0,0,4,0,0,0,2,0,0,18,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGTGAG,0,2,6,5,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGTGCA,11,5,13,1,4,1,0,5,1,0,4,10,5,0,27,0,0,4,3,0,3,0,0,5,0,0,0,0,0,0,9,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGTGTC,1,3,6,0,0,0,0,0,0,3,0,7,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAACAG,6,32,13,20,17,6,1,0,2,9,5,29,2,0,28,0,0,7,3,0,0,0,0,0,0,0,0,0,2,0,49,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAACCA,28,7,5,0,5,0,1,0,8,0,0,4,1,0,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,17,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAACTC,6,11,6,3,8,0,1,0,1,0,0,3,8,0,7,0,0,2,7,0,0,0,0,0,0,0,0,4,2,0,16,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CACTAG,0,0,0,0,0,0,335,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CACTCA,6,1,7,5,8,2,0,0,7,1,1,20,3,0,58,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,28,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CACTTC,20,4,3,4,3,0,0,0,7,6,5,2,1,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,20,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAGAAG,2,24,16,2,13,8,2,0,9,2,1,6,4,1,20,0,0,7,6,3,0,1,0,0,0,0,0,0,0,0,36,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAGACA,1,7,5,2,10,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAGATC,19,9,5,1,2,6,1,0,6,0,4,1,2,0,4,2,0,2,6,0,1,0,0,0,0,0,0,0,3,1,7,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CATGAG,17,9,3,5,16,0,5,0,12,5,21,8,9,0,34,0,0,8,5,0,2,0,2,0,0,0,0,0,0,0,13,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CATGCA,5,3,3,2,14,1,0,0,4,3,10,10,9,0,25,1,0,8,13,0,5,0,0,2,0,0,0,0,7,2,41,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CATGTC,1,1,4,2,2,0,0,0,0,8,1,3,3,0,5,0,1,14,1,0,2,0,0,0,0,0,0,0,0,0,40,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTAGAC,9,0,0,1,4,0,3,0,0,4,0,8,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTAGGA,0,4,13,0,5,1,0,0,4,5,3,3,0,0,1,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,23,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTAGTG,14,11,5,3,0,3,3,0,2,0,3,4,0,0,1,0,0,4,0,0,5,0,0,0,0,0,1,0,0,0,12,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTCAAC,1,13,4,4,2,11,0,0,10,5,0,21,1,0,35,0,1,12,3,2,0,2,0,0,0,0,0,0,0,0,30,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTCAGA,40,10,0,3,7,1,4,0,0,6,1,7,1,0,18,0,0,11,9,7,1,0,0,0,0,0,0,2,0,0,21,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTCATG,8,3,12,7,5,5,2,0,2,5,2,5,2,0,21,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,27,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTGTAC,13,17,18,11,17,0,5,1,9,21,3,39,10,0,67,0,0,18,0,0,1,2,0,0,0,0,0,3,2,0,29,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTGTGA,0,0,0,0,3,0,0,0,0,3,4,8,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTGTTG,4,4,13,1,2,0,0,0,6,3,3,20,4,0,5,0,0,9,3,2,0,0,0,0,0,1,0,0,0,0,22,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTTCAC,0,4,6,8,10,2,458,0,5,7,8,8,2,0,31,0,5,4,15,0,0,0,0,0,0,0,0,1,0,0,34,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTTCGA,2,5,16,3,13,0,1,0,0,21,10,5,1,0,18,0,0,2,4,3,0,2,0,5,0,0,0,0,0,0,27,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTTCTG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAAGAC,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAAGGA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAAGTG,7,12,0,6,25,3,0,0,10,10,0,8,4,0,35,0,4,9,4,0,6,1,0,0,0,0,0,3,0,0,19,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GACAAC,24,37,11,27,23,3,2,12,18,12,18,30,18,0,95,2,0,36,13,1,1,4,0,2,0,0,6,1,0,0,50,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GACAGA,0,2,15,18,45,0,3,0,27,3,11,44,25,0,64,3,0,13,7,4,0,0,0,0,0,1,0,1,0,0,37,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GACATG,1,2,0,0,1,0,1,0,1,0,4,15,0,0,11,0,0,1,5,0,1,0,0,0,0,0,2,0,0,0,17,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAGTAC,1,0,6,5,0,0,2,0,0,1,0,6,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAGTGA,0,1,0,1,2,0,167,0,0,0,0,1,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAGTTG,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GATCAC,0,0,3,2,1,1,0,1,5,2,0,5,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,22,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GATCGA,0,1,1,2,8,0,0,0,1,0,11,4,3,0,6,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,13,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GATCTG,0,3,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTACAG,5,0,5,0,22,0,2,0,7,20,8,2,1,0,7,0,0,3,7,0,1,0,0,3,0,0,0,0,0,0,16,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTACCA,0,0,0,3,5,0,1,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTACTC,25,1,19,5,6,3,0,0,4,2,1,3,0,0,35,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,21,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTCTAG,26,12,10,0,15,3,3,0,36,12,7,7,13,0,63,0,4,35,13,3,18,0,2,0,0,0,0,7,9,0,25,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTCTCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTCTTC,0,1,6,5,0,1,0,0,3,5,5,6,10,0,16,1,0,13,2,1,3,0,0,0,0,0,0,0,4,0,27,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTGAAG,0,7,4,7,0,0,1,0,2,0,3,3,3,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTGACA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTGATC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTTGAG,0,1,4,3,1,0,353,0,0,4,1,7,0,0,15,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,30,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTTGCA,44,2,10,8,14,0,0,0,5,2,4,3,3,0,22,0,0,9,12,6,4,0,0,0,0,0,0,0,0,0,22,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTTGTC,1,0,0,2,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCACAG,4,4,13,2,9,0,429,0,3,2,6,11,4,0,2,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,24,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCACCA,0,0,1,0,0,0,17,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCACTC,3,0,3,0,7,1,1,0,2,3,2,7,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,16,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCCTAG,0,0,2,2,0,0,0,0,0,0,0,7,4,0,3,0,0,7,6,0,0,0,0,0,0,0,0,0,0,2,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCCTCA,32,21,12,8,24,2,2,0,11,21,18,29,17,0,80,0,1,6,3,0,3,0,0,0,0,0,0,0,0,0,74,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCCTTC,11,28,11,7,18,11,1,0,19,15,6,43,19,0,87,1,0,26,15,4,8,3,0,0,0,0,0,1,2,3,29,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCGAAG,8,1,3,2,9,0,1,0,0,3,5,6,2,0,4,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCGACA,6,3,0,1,10,4,0,0,20,10,0,2,5,0,21,0,0,8,0,1,0,2,0,0,0,0,0,0,6,0,9,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCGATC,0,2,1,1,1,0,0,0,3,3,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,11,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCTGAG,0,3,1,6,1,0,1,0,5,6,9,0,0,0,16,0,0,4,0,2,0,0,0,0,0,0,0,0,5,0,10,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCTGCA,0,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCTGTC,67,12,4,11,7,0,0,0,11,26,9,14,1,0,44,0,0,5,8,0,0,0,1,0,0,0,0,0,3,0,69,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGAGAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGAGGA,8,1,17,4,4,3,0,0,0,4,4,5,5,0,10,0,0,6,2,2,4,0,0,0,0,1,0,0,0,0,31,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGAGTG,0,0,5,13,6,0,1,0,4,0,7,6,0,0,5,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,40,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGCAAC,2,6,0,0,0,0,0,0,2,1,0,3,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGCAGA,6,1,4,0,1,1,1,2,0,0,1,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,2,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGCATG,2,8,11,6,7,3,0,0,10,3,2,3,0,0,26,0,0,5,11,2,0,3,0,0,0,0,0,0,0,0,20,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGGTAC,0,1,3,0,1,4,5,0,0,2,4,1,1,5,5,0,0,0,2,0,1,0,0,0,0,1,0,4,1,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGGTGA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGGTTG,2,7,3,2,1,1,0,0,0,1,10,0,9,0,10,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,9,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGTCAC,0,0,7,0,3,0,0,0,0,0,1,9,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGTCGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGTCTG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACAGAC,3,11,1,4,4,0,14,0,3,1,2,9,5,0,6,0,0,1,6,0,5,0,0,1,0,0,0,0,0,0,8,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACAGGA,0,0,1,1,5,0,5,1,0,1,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACAGTG,5,1,5,6,29,0,17,0,3,15,1,14,18,0,19,4,0,18,4,0,0,4,0,0,0,0,0,0,0,0,16,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACCAAC,0,0,3,0,0,0,9,0,0,9,10,2,9,0,4,0,0,1,2,2,2,0,0,0,0,0,0,0,0,9,17,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACCAGA,4,2,4,13,0,0,11,0,0,1,1,4,11,0,5,0,0,4,4,0,0,0,0,0,3,0,0,1,8,0,33,2019-03-01,LD,ZT18
