,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190228_CLK856_LD_ZT10_AR03_TGTCTG,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACAGAC,6,1,1,11,10,3,899,0,15,16,3,12,0,0,7,0,0,12,7,0,20,0,0,0,1,0,1,2,0,1,10,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACAGGA,13,14,17,11,3,4,7,0,35,10,13,16,7,0,49,0,1,28,7,15,26,0,0,2,0,0,0,2,2,0,50,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACAGTG,11,5,5,3,2,0,4,1,0,2,1,4,8,0,15,0,0,7,2,0,0,0,1,1,0,0,0,0,2,0,11,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACCAAC,1,17,10,18,19,2,8,0,13,5,4,16,22,0,54,0,0,19,47,1,5,0,0,0,0,0,1,2,3,0,57,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACCAGA,3,7,2,0,0,5,5,1,7,6,1,9,1,0,9,0,0,5,2,1,2,0,0,0,1,0,0,1,0,0,21,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACCATG,83,10,12,16,6,9,8,4,66,21,12,55,12,0,117,1,0,72,22,10,54,1,2,0,0,0,0,1,12,2,67,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACGTAC,3,5,4,2,4,1,2,0,2,1,0,17,0,0,9,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,6,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACGTGA,2,5,6,11,6,0,6,0,6,3,6,7,4,0,10,0,0,3,8,0,2,0,1,1,0,0,0,0,0,0,31,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACGTTG,14,14,7,19,12,1,7,1,5,21,15,25,1,0,45,1,0,14,9,2,4,0,0,0,0,0,0,2,4,1,43,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACTCAC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACTCGA,6,20,17,11,22,1,698,1,19,11,16,26,7,0,28,0,0,21,12,1,34,0,0,3,0,0,0,3,1,1,31,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACTCTG,1,3,5,1,0,0,5,0,0,2,0,8,1,0,5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,11,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGACAG,9,10,23,16,42,7,716,0,28,20,31,36,9,0,24,0,1,15,16,3,41,0,0,0,1,0,1,0,4,0,32,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGACCA,5,1,2,2,3,2,4,0,2,0,0,7,2,1,17,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,4,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGACTC,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGCTAG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGCTCA,18,15,24,34,8,6,8,0,16,15,12,25,48,0,106,0,1,37,29,0,4,1,1,0,0,1,1,5,4,0,93,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGCTTC,16,14,17,3,6,3,3,0,12,15,10,13,8,0,62,0,0,18,6,4,0,0,0,0,0,0,0,3,0,0,19,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGGAAG,0,5,10,3,4,0,5,0,3,7,4,14,4,0,25,1,0,2,9,1,0,0,0,1,0,0,0,1,0,0,41,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGGACA,3,10,2,7,5,0,10,0,8,0,5,11,0,0,12,0,0,18,3,3,2,1,0,1,0,0,1,0,0,0,15,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGGATC,13,7,8,15,10,4,7,0,8,12,3,19,17,0,65,0,1,12,12,4,13,0,2,0,0,0,0,1,1,1,22,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGTGAG,0,1,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGTGCA,8,3,11,10,5,3,4,0,16,5,0,9,1,0,37,0,0,14,10,0,0,0,0,0,0,0,0,2,0,0,21,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGTGTC,6,49,15,7,36,7,13,2,22,31,9,19,32,0,161,2,0,24,16,0,4,2,0,0,1,2,1,4,4,0,44,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAACAG,69,38,38,59,32,10,22,4,128,48,15,68,86,0,445,2,0,105,63,0,17,1,0,0,0,2,10,6,9,0,138,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAACCA,50,6,10,23,5,2,14,0,30,11,8,27,18,1,68,0,1,28,15,4,18,4,0,2,0,0,0,3,3,0,71,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAACTC,24,4,6,8,3,0,6,0,3,2,7,10,12,0,26,0,0,9,10,3,5,0,0,0,1,0,0,2,0,0,26,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CACTAG,1,4,1,10,1,1,4,0,7,13,3,8,13,0,31,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,10,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CACTCA,2,1,5,1,1,0,459,0,2,0,4,8,1,0,15,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,6,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CACTTC,6,10,12,7,4,0,13,0,3,4,4,16,6,0,17,0,0,4,2,3,4,4,0,0,0,0,0,0,0,0,46,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAGAAG,15,16,10,21,2,6,9,1,16,16,5,18,6,0,57,0,0,12,10,9,7,0,1,0,0,0,0,1,1,0,58,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAGACA,2,9,6,8,3,2,15,0,3,2,4,9,10,0,57,0,0,7,5,0,1,2,1,0,1,0,0,1,2,0,21,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAGATC,0,0,2,0,1,0,2,0,5,0,0,5,3,0,4,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,6,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CATGAG,9,14,22,18,20,0,8,0,11,14,11,34,11,0,58,2,0,12,9,0,3,0,0,0,0,0,0,1,1,0,83,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CATGCA,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CATGTC,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTAGAC,7,14,13,18,0,4,6,0,23,15,12,17,31,0,70,0,1,18,5,0,4,0,0,0,0,0,0,0,4,0,32,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTAGGA,12,14,41,23,7,17,6,0,33,17,18,34,38,0,127,0,0,24,35,12,10,0,3,0,0,0,3,2,1,0,88,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTAGTG,9,9,17,11,8,3,9,0,12,8,12,10,2,0,39,1,0,10,10,3,8,0,0,0,0,0,1,0,3,0,15,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTCAAC,5,3,7,2,1,3,10,0,11,3,1,7,4,0,15,0,0,8,8,3,9,1,0,5,0,0,0,0,0,0,13,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTCAGA,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTCATG,85,19,44,47,23,21,28,0,95,57,18,66,114,0,427,7,1,103,65,0,12,4,4,1,0,0,5,7,4,3,116,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTGTAC,9,23,11,14,18,0,7,0,10,10,3,16,7,0,45,0,0,4,11,0,6,0,0,4,0,0,0,1,2,0,28,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTGTGA,1,6,8,8,7,1,10,0,2,3,3,6,8,0,5,0,0,2,1,1,11,0,1,0,0,1,0,0,4,0,13,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTGTTG,50,12,20,4,0,15,11,0,23,8,3,30,11,0,64,0,0,35,16,5,5,0,0,0,0,0,0,2,8,0,37,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTTCAC,1,2,2,0,0,1,4,0,0,1,1,0,3,0,12,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,6,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTTCGA,13,2,3,1,1,1,3,0,0,1,4,4,1,0,14,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,8,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTTCTG,3,18,5,9,1,0,10,0,6,9,4,17,10,0,32,0,0,4,6,0,1,0,0,0,0,0,1,0,0,0,19,2019-02-28,LD,ZT10
