,DIP-gamma,DIP-beta,DIP-delta,DIP-theta,Idents,date,experiment,exp_time
20181215_CLK856_LD_ZT14_AR08_GTGAAG,1,1,6,1,8:LN_ITP,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_GTTGAG,0,4,1,0,25:l_LNv,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_GTTGTC,0,1,0,1,19:DN2,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TCACCA,0,5,11,0,9:LNd_NPF,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TCCTAG,0,0,1,0,14:DN3,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TCCTCA,0,1,0,0,4:DN1p,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TCCTTC,1,2,1,2,1:DN1p_CNMa,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TGAGGA,0,3,2,1,7:DN1p,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TGAGTG,0,0,0,0,1:DN1p_CNMa,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TGGTGA,0,0,0,0,18:DN1p,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TGGTTG,0,2,1,0,25:l_LNv,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR08_TGTCGA,0,0,1,0,8:LN_ITP,2018-12-15,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACAGAC,1,40,4,2,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACAGGA,0,2,14,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACAGTG,2,4,15,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACCAGA,0,0,0,0,25:l_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACGTAC,1,0,0,1,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACGTGA,1,7,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACGTTG,0,2,2,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_ACTCTG,1,1,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_AGACCA,0,0,1,1,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_AGCTCA,1,1,0,2,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_AGCTTC,2,3,0,0,19:DN2,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_AGGACA,0,0,2,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_AGTGAG,0,0,1,1,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_AGTGTC,0,21,1,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CAACAG,0,18,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CAACCA,0,0,6,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CAGATC,0,0,0,1,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CATGAG,0,3,4,1,20:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CATGTC,0,1,2,0,18:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CTCAGA,0,10,1,1,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CTCATG,0,3,1,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CTGTAC,0,0,0,6,18:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CTGTGA,0,0,1,4,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CTGTTG,0,57,1,1,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_CTTCAC,0,3,1,0,19:DN2,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GAAGAC,0,2,31,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GAAGGA,2,0,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GACATG,1,0,3,1,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GAGTAC,0,1,27,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GATCAC,0,1,0,0,15:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GATCTG,0,0,4,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTACAG,1,2,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTACCA,0,0,11,1,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTACTC,2,1,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTCTCA,0,1,3,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTCTTC,0,1,1,3,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTGAAG,0,1,3,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTTGAG,0,0,0,9,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_GTTGCA,0,0,25,1,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCACAG,0,0,2,1,15:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCACTC,1,1,2,1,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCCTAG,1,1,1,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCCTTC,0,1,18,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCGAAG,3,37,0,5,14:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCGACA,0,0,8,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCGATC,0,1,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCTGAG,0,16,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TCTGTC,2,6,5,2,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGAGAC,0,0,3,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGAGGA,0,11,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGAGTG,0,32,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGCAAC,0,37,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGCAGA,0,16,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGGTAC,0,6,29,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGTCAC,0,1,8,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGTCGA,0,9,1,0,25:l_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR01_TGTCTG,2,0,0,0,15:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACAGAC,0,1,4,2,18:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACAGGA,1,0,5,1,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACAGTG,0,0,2,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACCAAC,0,0,3,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACCAGA,1,3,0,0,25:l_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACGTTG,0,0,7,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACTCGA,1,0,3,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_ACTCTG,0,0,1,0,14:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_AGACCA,3,4,34,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_AGGAAG,0,0,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_AGGACA,0,0,5,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CAACCA,0,0,2,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CAGACA,0,0,2,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CATGTC,0,5,2,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CTAGAC,0,7,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CTAGTG,0,7,5,1,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CTCATG,0,0,3,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CTGTAC,1,0,1,0,19:DN2,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_CTGTGA,0,1,15,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GAAGAC,0,1,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GACAGA,1,13,4,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GACATG,0,0,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GAGTAC,0,1,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GAGTTG,0,6,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GTACCA,1,0,0,0,29:LPN,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GTACTC,0,1,0,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GTGAAG,0,0,1,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_GTGACA,0,0,1,1,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCACAG,0,2,0,0,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCACCA,0,0,4,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCACTC,0,3,0,2,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCCTTC,1,1,0,0,29:LPN,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCGACA,0,1,0,2,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCGATC,0,15,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TCTGCA,0,1,12,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGAGAC,0,0,1,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGAGTG,0,12,1,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGCAAC,0,0,4,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGGTAC,0,0,2,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGTCAC,1,0,6,0,25:l_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGTCGA,0,1,2,0,25:l_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR02_TGTCTG,0,0,1,2,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_ACCAAC,3,1,7,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_ACCATG,0,0,0,3,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_ACGTTG,0,31,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_ACTCAC,0,38,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_ACTCGA,1,22,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGACCA,1,0,0,5,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGCTCA,0,0,17,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGGAAG,1,4,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGGACA,0,0,16,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGGATC,0,0,1,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGTGAG,6,0,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_AGTGTC,0,0,0,0,20:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CAACCA,0,9,6,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CACTCA,2,0,0,0,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CAGACA,1,2,5,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CATGTC,1,1,3,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTAGAC,0,0,0,3,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTAGGA,0,0,0,2,15:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTCAAC,3,1,0,1,15:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTCAGA,0,1,0,1,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTGTAC,1,1,13,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTGTTG,1,0,0,0,20:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_CTTCAC,0,4,0,3,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GAAGTG,0,2,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GACAAC,2,0,2,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GACAGA,0,0,0,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GAGTAC,0,0,6,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GATCTG,0,19,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTACAG,0,1,0,0,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTACCA,0,1,10,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTACTC,3,27,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTCTAG,0,0,0,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTCTCA,1,27,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTGAAG,0,2,9,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTGACA,9,2,0,0,14:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_GTTGCA,0,2,3,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TCACAG,0,0,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TCCTCA,0,1,0,0,19:DN2,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TCGAAG,0,0,2,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TCGACA,0,36,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TCTGCA,0,1,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TGGTAC,0,2,0,4,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TGGTTG,0,0,2,1,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR07_TGTCTG,0,1,0,0,15:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_ACAGAC,0,1,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_ACAGGA,0,0,6,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_ACCAAC,0,1,19,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_ACTCAC,0,1,2,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_ACTCGA,0,1,0,6,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_ACTCTG,1,1,0,0,20:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_AGACAG,0,1,3,0,29:LPN,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_AGGACA,1,0,3,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_AGGATC,0,0,0,1,7:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_AGTGAG,0,0,9,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_AGTGCA,1,2,4,0,25:l_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CAACCA,0,32,1,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CACTAG,0,8,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CAGATC,0,0,0,3,19:DN2,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CATGTC,1,1,0,0,3:DN1a,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTAGAC,0,20,4,0,14:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTCAAC,1,1,3,0,14:DN3,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTCAGA,0,2,9,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTGTGA,0,6,8,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTGTTG,0,4,7,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTTCAC,0,26,5,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_CTTCGA,0,2,1,1,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GAAGTG,0,0,2,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GACAAC,0,3,11,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GACATG,0,17,1,1,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GAGTTG,0,1,0,1,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GATCAC,0,2,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GTACAG,1,0,1,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GTACCA,2,1,3,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GTCTCA,0,1,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GTGATC,0,0,2,0,9:LNd_NPF,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GTTGCA,0,1,0,0,19:DN2,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_GTTGTC,0,0,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCACCA,1,4,0,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCCTAG,1,22,2,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCCTCA,0,0,2,0,5:LNd_Trissin,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCCTTC,0,3,0,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCGAAG,1,3,36,0,8:LN_ITP,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCGACA,0,0,0,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCGATC,0,0,2,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCTGAG,1,0,0,0,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCTGCA,0,28,2,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TCTGTC,0,6,1,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGCAGA,1,1,5,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGCATG,1,2,12,0,4:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGGTAC,0,0,0,1,6:DN1p,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGGTTG,0,13,2,0,2:s_LNv,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGTCAC,0,2,4,0,12:LNd,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGTCGA,0,0,1,1,1:DN1p_CNMa,2018-12-31,LD,ZT14
20181231_CLK856_LD_ZT14_AR08_TGTCTG,1,2,2,1,1:DN1p_CNMa,2018-12-31,LD,ZT14
20190228_CLK856_LD_ZT18_AR07_ACCAGA,0,0,1,0,20:DN3,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_ACCATG,0,0,0,4,7:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_ACTCGA,0,0,1,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_AGACAG,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_AGCTTC,0,0,3,0,4:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_AGGAAG,0,1,0,7,18:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CAACTC,0,0,0,4,1:DN1p_CNMa,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CACTCA,0,0,1,0,4:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CACTTC,0,0,0,0,20:DN3,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CAGAAG,0,0,6,0,5:LNd_Trissin,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CAGATC,0,0,0,0,6:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CATGCA,0,0,1,0,9:LNd_NPF,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CATGTC,0,0,0,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CTAGTG,0,0,0,2,6:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CTCAAC,0,9,0,0,3:DN1a,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CTCATG,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CTGTAC,0,0,0,5,6:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_CTTCAC,0,0,0,0,6:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GAAGGA,0,0,5,0,5:LNd_Trissin,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GAGTAC,0,9,2,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GAGTGA,0,0,0,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GATCTG,0,0,22,0,8:LN_ITP,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GTACAG,2,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GTACCA,2,0,11,0,8:LN_ITP,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GTACTC,0,3,0,0,3:DN1a,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GTCTCA,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_GTCTTC,0,0,0,0,20:DN3,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TCACAG,0,2,0,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TCACCA,0,0,2,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TCCTCA,0,4,3,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TCGAAG,0,0,0,1,7:DN1p,2019-02-28,LD,ZT18
